OHIO STATE LEGISLATIVE DISTRICTS LOWER BY CENSUS TRACT
State,Tract,County,StateLegislativeDistrictsLower
39,050303,159,086
39,050304,159,086
39,050400,087,090
39,050400,093,056
39,050400,159,086
39,050401,113,042
39,050402,113,042
39,050500,087,093
39,050500,123,089
39,050500,159,086
39,050502,113,042
39,050503,113,042
39,050504,113,042
39,050600,087,093
39,050600,113,039
39,050600,113,042
39,050600,123,089
39,050601,159,086
39,050602,159,086
39,050700,087,090
39,050700,087,093
39,050700,123,089
39,050700,159,086
39,050800,087,090
39,050800,087,093
39,050800,123,089
39,050900,087,090
39,050900,087,093
39,050900,123,089
39,051000,123,089
39,051001,087,093
39,051002,087,093
39,051100,087,093
39,051100,123,089
39,051200,087,093
39,051200,123,089
39,051300,087,093
39,051401,087,093
39,051402,087,093
39,057100,093,055
39,057100,093,056
39,060100,093,055
39,060100,093,056
39,060100,113,039
39,060100,113,042
39,060100,113,043
39,060200,093,056
39,060200,113,039
39,060300,113,039
39,070101,093,055
39,070101,113,039
39,070101,113,043
39,070102,093,055
39,070102,113,043
39,070200,093,055
39,070200,093,056
39,070201,113,039
39,070201,113,043
39,070202,113,039
39,070202,113,043
39,070300,093,055
39,070300,113,039
39,070300,113,043
39,070400,093,055
39,070400,113,039
39,070400,113,043
39,070500,093,055
39,070500,113,043
39,070600,093,055
39,070600,113,043
39,070700,093,055
39,070700,113,039
39,070700,113,043
39,070800,093,055
39,070901,093,055
39,070902,093,055
39,070902,093,056
39,071000,093,055
39,071100,093,055
39,071201,093,055
39,071202,093,055
39,071202,093,057
39,071300,093,055
39,071300,093,057
39,071400,093,055
39,071500,093,055
39,077100,093,055
39,077100,093,056
39,077100,093,057
39,080100,113,039
39,080100,113,043
39,080101,093,057
39,080103,093,055
39,080104,093,055
39,080200,113,043
39,080300,113,039
39,080300,113,043
39,080400,113,039
39,080400,113,043
39,080500,093,055
39,080500,113,043
39,080600,093,055
39,080600,093,057
39,080600,113,040
39,080600,113,043
39,080700,093,055
39,080700,093,057
39,080700,113,040
39,080700,113,043
39,090100,093,057
39,090200,093,057
39,090302,113,040
39,090302,113,041
39,090303,113,040
39,090304,113,040
39,090600,113,040
39,090600,113,041
39,090700,113,041
39,090800,113,041
39,090900,113,041
39,091000,113,041
39,091100,093,055
39,091100,093,057
39,091100,113,041
39,091200,093,055
39,091200,093,057
39,092100,093,056
39,093100,093,056
39,094100,093,055
39,094100,093,057
39,095100,093,055
39,095100,093,057
39,096100,093,057
39,097100,093,056
39,097100,093,057
39,097200,093,056
39,097300,093,056
39,097400,093,055
39,100101,113,040
39,100102,113,040
39,100201,113,040
39,100202,113,040
39,100203,113,040
39,100301,113,040
39,100302,113,040
39,100400,113,040
39,101101,035,013
39,101102,035,013
39,101200,035,013
39,101300,035,013
39,101400,035,013
39,101501,035,013
39,101603,035,013
39,101700,035,013
39,101800,035,013
39,101901,035,013
39,102101,035,013
39,102102,035,013
39,102102,035,014
39,102200,035,013
39,102300,035,013
39,102401,035,013
39,102402,035,013
39,102700,035,010
39,102700,035,013
39,102700,035,015
39,102800,035,010
39,102800,035,013
39,102900,035,010
39,103100,035,013
39,103300,035,010
39,103300,035,013
39,103400,035,013
39,103500,035,010
39,103500,035,013
39,103602,035,010
39,103602,035,013
39,103800,035,010
39,103800,035,013
39,103900,035,010
39,104100,035,010
39,104200,035,010
39,104200,035,011
39,104300,035,010
39,104400,035,010
39,104600,035,010
39,104800,035,010
39,104800,035,011
39,104900,035,010
39,105100,035,010
39,105100,035,015
39,105300,035,010
39,105400,035,010
39,105400,035,015
39,105500,035,010
39,105602,035,010
39,105602,035,011
39,105700,035,010
39,105700,035,011
39,105700,035,015
39,105900,035,015
39,106100,035,015
39,106200,035,015
39,106300,035,015
39,106400,035,015
39,106500,035,015
39,106600,035,015
39,106800,035,010
39,106800,035,015
39,106900,035,010
39,106900,035,011
39,106900,035,015
39,107000,035,011
39,107000,035,015
39,107101,035,010
39,107101,035,013
39,107701,035,010
39,107701,035,011
39,107802,035,010
39,108201,035,010
39,108301,035,010
39,108301,035,011
39,108400,035,010
39,108701,035,010
39,108701,035,011
39,109301,035,010
39,109301,035,011
39,109701,035,011
39,109801,035,011
39,110100,113,040
39,110201,113,040
39,110202,113,040
39,110202,113,043
39,110501,035,010
39,110501,035,011
39,110801,035,011
39,110901,035,011
39,111202,035,010
39,111202,035,011
39,111401,035,010
39,111500,035,011
39,111600,035,011
39,111700,035,010
39,111700,035,011
39,111800,035,011
39,111902,035,010
39,111902,035,011
39,112100,035,011
39,112200,035,011
39,112301,035,011
39,112400,035,011
39,112500,035,011
39,112600,035,011
39,112800,035,011
39,113101,035,011
39,113500,035,011
39,113600,035,011
39,113801,035,011
39,114100,035,011
39,114300,035,011
39,114501,035,009
39,114501,035,011
39,114600,035,011
39,114700,035,011
39,114900,035,011
39,115002,113,040
39,115011,113,040
39,115012,113,040
39,115100,035,011
39,115200,035,011
39,115300,035,011
39,115400,035,011
39,115700,035,011
39,115800,035,011
39,115900,035,011
39,116100,035,010
39,116200,035,010
39,116300,035,010
39,116400,035,010
39,116500,035,010
39,116600,035,010
39,116700,035,010
39,116800,035,010
39,116900,035,008
39,116900,035,010
39,117101,035,010
39,117102,035,010
39,117201,035,010
39,117202,035,010
39,117300,035,010
39,117400,035,010
39,117500,035,008
39,117500,035,010
39,117600,035,010
39,117700,035,008
39,117700,035,010
39,117800,035,010
39,117900,035,008
39,118101,035,010
39,118200,035,010
39,118301,035,010
39,118400,035,010
39,118500,035,010
39,118602,035,010
39,118602,035,011
39,118700,035,010
39,118800,035,010
39,118900,035,011
39,119100,035,010
39,119100,035,011
39,119202,035,011
39,119300,035,009
39,119300,035,011
39,119401,035,011
39,119402,035,009
39,119402,035,011
39,119501,035,009
39,119501,035,011
39,119502,035,009
39,119502,035,011
39,119600,035,009
39,119600,035,011
39,119701,035,009
39,119702,035,009
39,119800,035,009
39,119900,035,012
39,120101,113,040
39,120101,113,043
39,120102,113,040
39,120102,113,043
39,120103,113,043
39,120200,035,009
39,120400,035,011
39,120500,035,009
39,120500,035,011
39,120600,035,009
39,120600,035,011
39,120701,035,009
39,120701,035,011
39,120702,035,009
39,120801,035,009
39,120801,035,012
39,120802,035,009
39,121100,035,009
39,121200,035,009
39,121300,035,009
39,121300,035,011
39,121401,035,009
39,121401,035,012
39,121403,035,009
39,121403,035,012
39,121500,035,012
39,121700,035,012
39,121800,035,012
39,121900,035,012
39,122100,035,012
39,122200,035,012
39,122300,035,012
39,123100,035,013
39,123100,035,014
39,123200,035,014
39,123400,035,014
39,123501,035,013
39,123501,035,014
39,123502,035,014
39,123601,035,014
39,123602,035,014
39,123603,035,014
39,123700,035,014
39,123800,035,014
39,123900,035,014
39,124100,035,013
39,124201,035,014
39,124202,035,014
39,124300,035,013
39,124300,035,014
39,124500,035,014
39,124600,035,014
39,125000,113,040
39,125101,113,040
39,125101,113,043
39,125102,113,040
39,125102,113,043
39,126100,035,008
39,127501,035,009
39,127501,035,011
39,130101,113,040
39,130102,113,040
39,130102,113,043
39,130103,035,016
39,130104,035,016
39,130105,035,016
39,130106,035,016
39,131102,035,008
39,131102,035,009
39,131102,035,012
39,131103,035,008
39,131104,035,008
39,132100,035,012
39,132200,035,012
39,132301,035,012
39,132302,035,012
39,133103,035,012
39,133104,035,012
39,134100,035,007
39,134203,035,007
39,134204,035,007
39,134205,035,007
39,134206,035,007
39,134300,035,007
39,135103,035,006
39,135104,035,006
39,135105,035,006
39,135106,035,006
39,136101,035,006
39,136102,035,006
39,136103,035,006
39,137101,035,014
39,137102,035,014
39,137103,035,014
39,138105,035,014
39,138106,035,014
39,138107,035,014
39,138108,035,014
39,138109,035,014
39,138110,035,014
39,140100,035,009
39,140100,113,043
39,140301,035,009
39,140302,035,009
39,140400,035,009
39,140500,035,009
39,140600,035,009
39,140701,035,009
39,140702,035,009
39,140800,035,009
39,140900,035,009
39,141000,035,008
39,141000,035,009
39,141100,035,009
39,141200,035,009
39,141300,035,009
39,141400,035,009
39,141500,035,009
39,141601,035,009
39,141602,035,009
39,141700,035,009
39,150100,035,008
39,150100,113,043
39,150300,035,008
39,150300,035,010
39,150400,035,008
39,151100,035,008
39,151200,035,008
39,151300,035,008
39,151400,035,008
39,151500,035,008
39,151600,035,008
39,151700,035,008
39,151800,035,008
39,152101,035,008
39,152102,035,008
39,152201,035,008
39,152202,035,008
39,152301,035,008
39,152302,035,008
39,152303,035,008
39,152400,035,008
39,152501,035,008
39,152502,035,008
39,152603,035,008
39,152604,035,008
39,152701,035,008
39,152702,035,008
39,152703,035,008
39,153103,035,016
39,153104,035,016
39,153105,035,016
39,153106,035,016
39,153107,035,016
39,154100,035,011
39,154200,035,011
39,154300,035,011
39,154400,035,011
39,154501,035,011
39,154502,035,011
39,154601,035,011
39,154603,035,011
39,154604,035,011
39,154700,035,011
39,155101,035,006
39,155102,035,006
39,156101,035,006
39,156102,035,006
39,160100,035,013
39,160100,113,042
39,160200,035,013
39,160300,035,013
39,160400,035,013
39,160500,035,013
39,160601,035,013
39,160602,035,013
39,160700,035,013
39,160800,035,013
39,160900,035,013
39,161000,035,013
39,161100,035,013
39,161200,035,013
39,161300,035,013
39,161400,035,013
39,161500,035,013
39,161600,035,013
39,161700,035,013
39,161800,035,013
39,165000,113,042
39,165100,113,039
39,165200,113,039
39,170101,035,006
39,170102,035,006
39,170201,035,006
39,170202,035,006
39,171102,035,012
39,171103,035,012
39,171104,035,012
39,171203,035,011
39,171203,035,012
39,171204,035,012
39,171205,035,012
39,171206,035,012
39,172101,035,012
39,172102,035,012
39,172103,035,012
39,172201,035,012
39,172202,035,012
39,173103,035,014
39,173104,035,014
39,173105,035,014
39,173106,035,014
39,173107,035,014
39,174103,035,016
39,174104,035,016
39,174105,035,016
39,174106,035,016
39,174107,035,016
39,174203,035,007
39,174203,035,016
39,174204,035,016
39,174205,035,016
39,174206,035,016
39,174207,035,016
39,175103,035,007
39,175104,035,007
39,175105,035,007
39,175106,035,007
39,175201,035,007
39,175202,035,007
39,176100,035,007
39,176200,035,007
39,177101,035,014
39,177101,035,015
39,177103,035,015
39,177104,035,015
39,177201,035,015
39,177202,035,015
39,177302,035,015
39,177303,035,015
39,177304,035,015
39,177403,035,015
39,177404,035,015
39,177405,035,015
39,177406,035,015
39,177501,035,015
39,177503,035,015
39,177504,035,015
39,177505,035,015
39,177604,035,014
39,177604,035,015
39,177605,035,015
39,177606,035,015
39,177607,035,015
39,177608,035,015
39,177609,035,015
39,178101,035,014
39,178102,035,014
39,178201,035,014
39,178204,035,014
39,178205,035,014
39,178206,035,014
39,179101,035,012
39,179102,035,012
39,180102,035,008
39,180103,035,008
39,180104,035,006
39,180104,035,008
39,181100,035,016
39,181201,035,016
39,181203,035,016
39,181204,035,016
39,182103,035,006
39,182103,035,015
39,182104,035,006
39,182105,035,006
39,182106,035,006
39,183100,035,009
39,183200,035,009
39,183300,035,009
39,183401,035,009
39,183402,035,009
39,183501,035,009
39,183502,035,009
39,183603,035,009
39,183603,035,012
39,183604,035,009
39,183605,035,009
39,183606,035,009
39,184103,035,006
39,184104,035,006
39,184105,035,006
39,184106,035,006
39,184108,035,006
39,185101,035,008
39,185102,035,008
39,185103,035,008
39,185104,035,008
39,185201,035,008
39,185202,035,008
39,185203,035,008
39,186103,035,007
39,186104,035,007
39,186105,035,007
39,186106,035,007
39,186107,035,007
39,186201,035,007
39,186202,035,007
39,186203,035,007
39,186205,035,007
39,186206,035,007
39,187103,035,009
39,187104,035,009
39,187105,035,009
39,187106,035,009
39,188103,035,012
39,188104,035,012
39,188105,035,012
39,188106,035,012
39,188107,035,012
39,189105,035,016
39,189107,035,016
39,189108,035,016
39,189109,035,016
39,189110,035,016
39,189111,035,016
39,189112,035,016
39,190502,035,007
39,190503,035,007
39,190504,035,007
39,190504,035,016
39,192300,035,015
39,192800,035,010
39,192900,035,006
39,193800,035,012
39,193900,035,012
39,194100,035,006
39,194300,035,006
39,194500,035,006
39,194800,035,008
39,194900,035,012
39,195600,035,012
39,195700,035,006
39,195800,035,006
39,195900,035,006
39,196000,035,008
39,196000,035,009
39,196100,035,006
39,196100,035,011
39,196100,035,015
39,196200,035,008
39,196300,035,006
39,196400,035,013
39,196400,035,014
39,196500,035,011
39,200100,085,060
39,200101,057,073
39,200103,057,073
39,200104,057,073
39,200200,085,060
39,200300,057,073
39,200300,085,060
39,200400,057,073
39,200400,085,060
39,200500,057,073
39,200500,085,060
39,200600,057,073
39,200600,085,060
39,200700,057,073
39,200700,085,060
39,200800,085,060
39,200800,085,061
39,200900,057,073
39,200900,085,060
39,201000,085,060
39,201000,085,061
39,201100,085,061
39,201200,085,060
39,201300,085,060
39,201300,085,061
39,201400,085,060
39,201500,085,060
39,201500,085,061
39,201600,085,060
39,201700,085,060
39,201800,085,060
39,201900,085,060
39,202000,085,060
39,202100,085,060
39,202400,085,060
39,202500,085,060
39,202600,085,060
39,202700,085,060
39,202800,085,060
39,202800,085,061
39,202900,085,061
39,203000,085,061
39,203200,085,061
39,203400,085,061
39,203500,085,061
39,203700,085,060
39,203700,085,061
39,204000,085,060
39,204200,085,060
39,204301,085,060
39,204302,085,060
39,204302,085,061
39,204400,085,060
39,204400,085,061
39,204500,085,060
39,204700,085,060
39,204700,085,061
39,204800,085,060
39,204800,085,061
39,204900,085,060
39,204900,085,061
39,205001,085,061
39,205002,085,061
39,205100,085,061
39,205200,085,061
39,205300,085,061
39,205400,085,061
39,205701,085,061
39,205702,085,061
39,205800,085,061
39,205900,085,061
39,206000,085,061
39,206100,085,061
39,206200,085,060
39,206300,085,061
39,206400,085,060
39,206400,085,061
39,206500,085,061
39,206600,085,060
39,210100,057,073
39,210200,057,073
39,210300,057,073
39,210401,057,073
39,210402,057,073
39,210500,057,073
39,210500,057,074
39,210601,057,073
39,210602,057,073
39,210603,057,073
39,210603,057,074
39,220100,057,073
39,220100,057,074
39,220200,057,073
39,230100,057,074
39,240100,057,074
39,240200,057,074
39,240301,057,073
39,240301,057,074
39,240302,057,074
39,240500,057,074
39,240600,057,073
39,240600,057,074
39,240700,057,074
39,255000,057,073
39,260100,057,074
39,270100,057,074
39,280101,057,074
39,280102,057,074
39,280200,057,073
39,280200,057,074
39,280300,057,073
39,300100,109,080
39,310100,055,099
39,310200,055,099
39,310600,055,076
39,310700,055,076
39,310800,055,076
39,310900,055,099
39,311000,055,099
39,311300,055,076
39,311400,055,076
39,311500,055,076
39,311600,055,076
39,311700,055,076
39,311800,055,076
39,311900,055,076
39,312000,055,076
39,312100,055,076
39,312201,055,076
39,312201,055,099
39,312202,055,076
39,312202,055,099
39,312203,055,076
39,312203,055,099
39,312300,055,076
39,312400,055,076
39,315001,109,080
39,315002,109,080
39,315100,109,080
39,315300,109,080
39,320100,109,080
39,325000,109,080
39,330100,109,080
39,340100,109,080
39,345000,109,080
39,350100,109,080
39,355001,109,080
39,355002,109,080
39,365000,109,080
39,365101,109,080
39,365102,109,080
39,365200,109,080
39,365301,109,080
39,365302,109,080
39,380100,109,080
39,390100,109,080
39,400100,103,069
39,400100,135,043
39,402000,103,070
39,403001,103,070
39,403002,103,070
39,404000,103,069
39,405000,103,069
39,406000,103,069
39,407000,103,069
39,408001,103,069
39,408002,103,069
39,408003,103,069
39,408100,103,069
39,408100,103,070
39,408201,103,069
39,408201,103,070
39,408202,103,069
39,408301,103,069
39,408302,103,069
39,409001,103,070
39,409002,103,069
39,410000,103,070
39,410100,135,043
39,411001,103,069
39,411002,103,069
39,412000,103,069
39,413000,103,069
39,415100,103,069
39,415200,103,069
39,415300,103,070
39,415400,103,070
39,415800,103,070
39,416000,103,069
39,416000,103,070
39,416100,103,069
39,416100,103,070
39,416200,103,070
39,416300,103,069
39,416300,103,070
39,416400,103,069
39,416400,103,070
39,417000,103,069
39,417100,103,069
39,417200,103,069
39,417300,103,069
39,420100,135,043
39,430100,135,043
39,440100,135,043
39,450100,135,043
39,455001,135,043
39,455002,135,043
39,460100,135,043
39,470101,135,043
39,470102,135,043
39,480100,135,043
39,500100,037,084
39,501100,153,034
39,501100,153,035
39,501700,153,034
39,501700,153,035
39,501800,153,034
39,501900,153,034
39,502101,153,034
39,502102,153,034
39,502200,153,034
39,502300,153,034
39,502300,153,035
39,502500,153,034
39,502500,153,035
39,502600,153,035
39,502700,153,034
39,502700,153,035
39,502800,153,035
39,503100,153,034
39,503100,153,035
39,503200,153,034
39,503300,153,034
39,503300,153,035
39,503400,153,034
39,503400,153,035
39,503500,153,034
39,503500,153,035
39,503600,153,035
39,503701,153,035
39,503701,153,036
39,503702,153,035
39,503702,153,036
39,503800,153,035
39,503800,153,036
39,504100,153,034
39,504100,153,035
39,504200,153,034
39,504200,153,035
39,504400,153,034
39,504400,153,035
39,504500,153,034
39,504500,153,035
39,504600,153,034
39,504600,153,035
39,504700,153,035
39,504800,153,035
39,505200,153,034
39,505200,153,035
39,505300,153,034
39,505400,153,035
39,505500,153,035
39,505600,153,034
39,505600,153,035
39,505700,153,035
39,505800,153,035
39,505900,153,034
39,505900,153,035
39,506100,153,034
39,506100,153,038
39,506200,153,034
39,506200,153,038
39,506400,153,034
39,506500,153,034
39,506600,153,034
39,506700,153,034
39,506800,153,034
39,507101,153,034
39,507102,153,034
39,507102,153,038
39,507201,153,034
39,507202,153,034
39,507203,153,034
39,507300,153,034
39,507400,153,034
39,507500,153,034
39,507500,153,036
39,507500,153,037
39,507600,153,034
39,508000,153,034
39,508000,153,036
39,508000,153,037
39,508301,153,034
39,508399,153,034
39,508399,153,035
39,508600,153,034
39,508800,153,034
39,508900,153,034
39,508900,153,035
39,509000,153,034
39,509000,153,035
39,510100,037,084
39,510100,153,035
39,510200,153,035
39,510301,153,035
39,510301,153,036
39,510302,153,035
39,510302,153,036
39,510400,153,035
39,510500,153,035
39,510500,153,038
39,520100,037,084
39,520103,153,036
39,520104,153,036
39,520105,153,036
39,520106,153,036
39,520201,153,036
39,520202,153,036
39,520301,153,034
39,520301,153,036
39,520302,153,036
39,520400,153,036
39,520500,153,036
39,520600,153,036
39,530100,037,084
39,530101,153,037
39,530103,153,037
39,530104,153,037
39,530105,153,037
39,530108,153,037
39,530401,153,037
39,530402,153,037
39,530501,153,037
39,530502,153,037
39,530603,153,036
39,530603,153,037
39,530604,153,037
39,530605,153,037
39,530606,153,037
39,530700,153,037
39,530800,153,036
39,530800,153,037
39,530901,153,036
39,530902,153,036
39,530903,153,036
39,531001,153,035
39,531001,153,036
39,531002,153,035
39,531002,153,036
39,531101,153,035
39,531101,153,036
39,531102,153,036
39,531103,153,036
39,531401,153,036
39,531405,153,036
39,531500,153,036
39,531500,153,038
39,531601,153,036
39,531601,153,038
39,531602,153,038
39,531701,153,035
39,531701,153,038
39,531702,153,035
39,531702,153,038
39,531801,153,035
39,531801,153,036
39,531802,153,035
39,531802,153,036
39,532001,153,035
39,532001,153,038
39,532003,153,038
39,532004,153,038
39,532202,153,034
39,532202,153,038
39,532301,153,038
39,532302,153,034
39,532302,153,038
39,532501,153,038
39,532502,153,038
39,532600,153,037
39,532600,153,038
39,532701,153,037
39,532702,153,037
39,532703,153,037
39,532705,153,038
39,532706,153,037
39,532706,153,038
39,532708,153,037
39,532901,153,034
39,532901,153,037
39,532902,153,034
39,532902,153,036
39,532902,153,037
39,532999,153,036
39,533000,153,035
39,533000,153,036
39,533101,153,037
39,533102,153,037
39,533200,153,037
39,533400,153,034
39,533400,153,038
39,533501,153,038
39,533502,153,038
39,534000,153,037
39,534000,153,038
39,534100,153,037
39,540100,037,080
39,550100,037,084
39,555000,037,084
39,555101,037,084
39,555102,037,084
39,560100,037,080
39,570101,037,080
39,570101,037,084
39,570102,037,080
39,600102,133,076
39,600103,133,076
39,600200,133,076
39,600301,133,076
39,600302,133,076
39,600401,133,075
39,600402,133,075
39,600403,133,075
39,600500,133,076
39,600602,133,076
39,600603,133,076
39,600703,133,075
39,600704,133,075
39,600705,133,075
39,600706,133,075
39,600800,133,075
39,600901,133,075
39,600902,133,075
39,601000,133,075
39,601100,133,075
39,601200,133,075
39,601300,133,075
39,601400,133,075
39,601501,133,075
39,601502,133,075
39,601503,133,075
39,601600,133,075
39,601701,133,075
39,601702,133,075
39,601801,133,075
39,601802,133,075
39,601901,133,075
39,601902,133,075
39,602000,133,075
39,602100,133,075
39,700100,151,049
39,700200,151,048
39,700200,151,049
39,700300,151,049
39,700400,151,048
39,700400,151,049
39,700500,151,049
39,700600,151,049
39,700700,151,048
39,700700,151,049
39,700800,151,048
39,700800,151,049
39,701000,151,049
39,701100,151,049
39,701200,151,049
39,701300,151,049
39,701500,151,049
39,701700,151,049
39,701800,151,049
39,702100,151,049
39,702300,151,049
39,702500,151,049
39,710200,151,050
39,710300,151,050
39,710400,151,050
39,710500,151,050
39,710600,151,050
39,710700,151,050
39,710800,151,050
39,710900,151,050
39,711000,151,050
39,711111,151,050
39,711112,151,050
39,711121,151,050
39,711122,151,050
39,711202,151,038
39,711211,151,038
39,711212,151,038
39,711212,151,048
39,711311,151,048
39,711312,151,048
39,711321,151,048
39,711322,151,048
39,711402,151,048
39,711402,151,049
39,711411,151,048
39,711412,151,048
39,711412,151,049
39,711501,151,048
39,711502,151,048
39,711502,151,049
39,711600,151,048
39,711600,151,049
39,711700,151,048
39,711700,151,049
39,711800,151,048
39,711800,151,049
39,711900,151,048
39,712000,151,048
39,712000,151,050
39,712102,151,048
39,712102,151,050
39,712111,151,048
39,712111,151,050
39,712112,151,048
39,712112,151,050
39,712201,151,048
39,712201,151,049
39,712202,151,048
39,712202,151,049
39,712300,151,048
39,712300,151,049
39,712400,151,048
39,712400,151,049
39,712400,151,050
39,712500,151,050
39,712601,151,050
39,712602,151,050
39,712700,151,050
39,712800,151,050
39,712900,151,050
39,713000,151,049
39,713000,151,050
39,713100,151,049
39,713100,151,050
39,713201,151,049
39,713202,151,048
39,713202,151,049
39,713300,151,048
39,713300,151,049
39,713401,151,048
39,713401,151,049
39,713402,151,048
39,713501,151,048
39,713501,151,049
39,713502,151,048
39,713502,151,049
39,713600,151,049
39,713700,151,049
39,713900,151,048
39,713900,151,049
39,714000,151,038
39,714000,151,049
39,714100,151,049
39,714200,151,049
39,714302,151,048
39,714302,151,049
39,714400,151,038
39,714400,151,048
39,714400,151,049
39,714600,151,048
39,714600,151,049
39,714701,151,038
39,714701,151,049
39,714702,151,038
39,714801,151,038
39,714801,151,049
39,714802,151,048
39,714802,151,049
39,714901,151,049
39,714902,151,050
39,715000,151,049
39,720100,019,095
39,720200,019,095
39,720300,019,095
39,720400,019,095
39,720500,019,095
39,720600,019,095
39,720700,019,095
39,750700,089,071
39,751000,089,071
39,751300,089,071
39,751600,089,071
39,751900,089,071
39,752200,089,071
39,752200,089,072
39,752500,089,071
39,752500,089,072
39,752800,089,071
39,752800,089,072
39,753100,089,071
39,753100,089,072
39,753300,089,071
39,753600,089,071
39,753900,089,071
39,754101,089,071
39,754102,089,071
39,754400,089,071
39,754400,089,072
39,754700,089,071
39,755000,089,071
39,755300,089,071
39,755300,089,072
39,755600,089,071
39,755600,089,072
39,755900,089,071
39,755900,089,072
39,756201,089,071
39,756201,089,072
39,756202,089,071
39,756202,089,072
39,756500,089,071
39,756800,089,071
39,756800,089,072
39,757100,089,071
39,757100,089,072
39,757400,089,072
39,757700,089,071
39,758300,089,072
39,758600,089,072
39,758900,089,072
39,759000,089,071
39,759100,089,071
39,759100,089,072
39,770100,001,090
39,770200,001,090
39,770300,001,090
39,770400,001,090
39,770500,001,090
39,770600,001,090
39,800300,099,058
39,800400,099,058
39,800500,099,058
39,800600,099,058
39,801000,099,058
39,801100,099,058
39,801100,099,059
39,801200,099,058
39,801300,099,058
39,801400,099,058
39,801500,099,058
39,801500,099,059
39,801600,099,058
39,801700,099,058
39,802100,099,058
39,802300,099,058
39,802400,099,058
39,802500,099,058
39,802600,099,058
39,802701,099,058
39,802702,099,058
39,802800,099,058
39,802900,099,058
39,803000,099,058
39,804000,099,058
39,804100,099,058
39,804200,099,058
39,804300,099,058
39,810100,099,058
39,810200,099,058
39,810300,099,058
39,810600,099,058
39,810700,099,058
39,810800,099,058
39,810900,099,058
39,810900,099,059
39,811001,099,059
39,811002,099,059
39,811100,099,058
39,811200,099,059
39,811300,099,059
39,811400,099,059
39,811500,099,059
39,811600,099,059
39,811700,099,059
39,811800,099,059
39,811901,099,059
39,811902,099,059
39,812001,099,059
39,812002,099,059
39,812100,099,059
39,812200,099,059
39,812301,099,058
39,812302,099,058
39,812400,099,058
39,812500,099,058
39,812500,099,059
39,812601,099,058
39,812602,099,058
39,812603,099,058
39,812603,099,059
39,812700,099,059
39,812800,099,059
39,812900,099,059
39,813000,099,059
39,813200,099,059
39,813300,099,059
39,813400,099,059
39,813500,099,059
39,813600,099,059
39,813700,099,058
39,813800,099,058
39,813900,099,058
39,814000,099,058
39,814100,099,058
39,911000,119,097
39,911100,119,097
39,911200,119,097
39,911300,119,078
39,911300,119,097
39,911400,119,097
39,911500,119,097
39,911600,119,097
39,911700,119,097
39,911800,119,097
39,911900,119,097
39,912000,119,097
39,912100,119,097
39,912200,119,097
39,912300,119,078
39,912300,119,097
39,912400,119,078
39,912400,119,097
39,912500,119,078
39,912500,119,097
39,912600,119,097
39,912700,119,097
39,912800,119,097
39,915400,077,057
39,915500,077,057
39,915600,077,057
39,915700,077,057
39,915800,077,057
39,915900,077,057
39,916000,077,057
39,916100,077,057
39,916200,077,057
39,916300,077,057
39,916400,077,057
39,916500,077,057
39,916600,077,057
39,920300,155,064
39,920400,155,064
39,920500,155,064
39,920600,155,064
39,920700,155,064
39,920800,155,064
39,920900,155,064
39,921000,155,064
39,921100,155,064
39,921200,155,064
39,921300,155,063
39,921300,155,064
39,921400,155,064
39,921500,155,063
39,921500,155,064
39,921600,155,063
39,921600,155,064
39,925800,047,092
39,925900,047,092
39,926000,047,092
39,926100,047,092
39,926200,047,092
39,926300,047,092
39,926400,047,092
39,930101,155,063
39,930101,155,064
39,930102,155,063
39,930200,155,064
39,930300,155,064
39,930400,155,064
39,930500,155,064
39,930600,155,064
39,930700,155,064
39,930800,155,064
39,930900,155,063
39,930900,155,064
39,931000,155,063
39,931100,155,063
39,931200,155,063
39,931200,155,064
39,931300,155,063
39,931400,155,063
39,931500,155,063
39,931601,155,063
39,931602,155,063
39,931700,155,063
39,931900,155,063
39,932000,155,063
39,932000,155,064
39,932200,155,063
39,932300,155,063
39,932500,155,063
39,932600,155,063
39,932701,155,063
39,932702,155,063
39,932801,155,063
39,932802,155,063
39,932900,155,063
39,932900,155,064
39,933001,155,064
39,933002,155,064
39,933100,155,064
39,933301,155,063
39,933302,155,063
39,933400,155,063
39,933500,155,063
39,933600,155,063
39,933600,155,064
39,933700,155,063
39,933700,155,064
39,933800,155,064
39,933900,155,063
39,938000,175,087
39,938100,175,087
39,938200,175,087
39,938300,175,087
39,938400,175,087
39,938500,175,087
39,950100,029,005
39,950100,171,081
39,950200,029,005
39,950200,171,081
39,950300,029,005
39,950300,171,081
39,950400,029,005
39,950400,171,081
39,950500,029,005
39,950500,171,081
39,950600,029,005
39,950600,171,081
39,950700,029,005
39,950700,171,081
39,950800,029,005
39,950800,171,081
39,950900,029,005
39,950900,171,081
39,951000,029,005
39,951100,029,005
39,951200,029,005
39,951201,015,066
39,951202,015,066
39,951300,015,066
39,951300,029,005
39,951400,015,066
39,951400,029,005
39,951500,015,066
39,951500,029,005
39,951600,015,066
39,951600,029,005
39,951700,015,066
39,951700,029,005
39,951800,015,066
39,951800,029,005
39,951900,015,066
39,951900,029,005
39,952000,029,005
39,952100,029,005
39,952200,029,005
39,952200,131,091
39,952300,029,005
39,952300,131,091
39,952400,029,005
39,952400,131,091
39,952500,131,091
39,952600,131,091
39,952700,131,091
